[ 2025-07-15 12:43:07,112 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-07-15 12:43:08,203 ] 22 root - INFO - Initiate the data ingestion
[ 2025-07-15 12:43:09,991 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-07-15 12:43:09,991 ] 66 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-15 12:43:09,991 ] 74 root - INFO - Exporting train and test file path.
[ 2025-07-15 12:43:10,053 ] 83 root - INFO - Exported train and test file path.
[ 2025-07-15 12:43:10,054 ] 24 root - INFO - Data Initiation completed
[ 2025-07-15 12:43:10,056 ] 28 root - INFO - Initiate the data validation
[ 2025-07-15 12:43:10,075 ] 34 root - INFO - Required number of columns:2
[ 2025-07-15 12:43:10,075 ] 35 root - INFO - Data frame has columns:31
[ 2025-07-15 12:43:10,075 ] 34 root - INFO - Required number of columns:2
[ 2025-07-15 12:43:10,075 ] 35 root - INFO - Data frame has columns:31
[ 2025-07-15 12:43:10,209 ] 31 root - INFO - Data Validation complete
[ 2025-07-15 12:43:10,209 ] 33 root - INFO - data transformation started
[ 2025-07-15 12:43:10,209 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-15 12:43:10,209 ] 65 root - INFO - Starting data transformation
[ 2025-07-15 12:43:10,227 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-15 12:43:10,227 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-15 12:43:10,235 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-15 12:43:10,239 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-15 12:43:10,240 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-15 12:43:10,242 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-15 12:43:10,244 ] 37 root - INFO - data transformation completed
[ 2025-07-15 12:43:10,244 ] 38 root - INFO - Model Training started
[ 2025-07-15 12:43:10,244 ] 39 root - INFO - Model Training started
