[ 2025-07-15 12:41:54,007 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-07-15 12:41:57,074 ] 22 root - INFO - Initiate the data ingestion
[ 2025-07-15 12:41:59,067 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-07-15 12:41:59,067 ] 66 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-15 12:41:59,067 ] 74 root - INFO - Exporting train and test file path.
[ 2025-07-15 12:41:59,131 ] 83 root - INFO - Exported train and test file path.
[ 2025-07-15 12:41:59,131 ] 24 root - INFO - Data Initiation completed
[ 2025-07-15 12:41:59,133 ] 28 root - INFO - Initiate the data validation
[ 2025-07-15 12:41:59,154 ] 34 root - INFO - Required number of columns:2
[ 2025-07-15 12:41:59,154 ] 35 root - INFO - Data frame has columns:31
[ 2025-07-15 12:41:59,154 ] 34 root - INFO - Required number of columns:2
[ 2025-07-15 12:41:59,154 ] 35 root - INFO - Data frame has columns:31
[ 2025-07-15 12:41:59,287 ] 31 root - INFO - Data Validation complete
[ 2025-07-15 12:41:59,288 ] 33 root - INFO - data transformation started
[ 2025-07-15 12:41:59,288 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-15 12:41:59,288 ] 65 root - INFO - Starting data transformation
[ 2025-07-15 12:41:59,307 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-15 12:41:59,307 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-15 12:41:59,315 ] 44 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-15 12:41:59,317 ] 48 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-15 12:41:59,317 ] 44 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-15 12:41:59,323 ] 48 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-15 12:41:59,324 ] 37 root - INFO - data transformation completed
[ 2025-07-15 12:41:59,324 ] 38 root - INFO - Model Training started
[ 2025-07-15 12:41:59,324 ] 39 root - INFO - Model Training started
